,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
497,Chuck taylor all star ox - lotus pink/gold/white,Converse,Lotus pink/gold/white,Code 568661C,Leather Upper with Rubber sole,616,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1939388/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-ox-lotus-pink-gold-white/576440
498,Club C 85 x Wonder Woman,Reebok,Pantone,Code fw6180,Leather Upper with Rubber sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1940441/original.jpg,women,"UK 4, UK 5, UK 8, UK 3, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/club-c-85-wonder-woman-fw6180-pantone-pantone-pantone/586634
499,Freestyle Hi X Wonder Woman,Reebok,Gold Met & Excellent Red,Code fw4667,Leather Upper with Rubber sole,1259,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1940435/original.jpg,women,"UK 3, UK 4, UK 6, UK 8, UK 5, UK 7, ",https://superbalist.com/women/shoes/sneakers/freestyle-hi-wonder-woman-fw4667-gold-met-gold-met-excellent-red/586635
500,Court double mix - chalk/alabaster/proud pink,Reebok,"Chalk, Alabaster & Proud Pink",Code Fv2074,Leather Upper with Rubber sole,839,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1940339/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/court-double-mix-fv2074-chalk-alabaster-proud-pink/570499
501,Court double mix - true grey 8/black/proud pink,Reebok,"True Grey ,Black & Proud pink",Code fv8663,Leather Upper with Rubber sole,839,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1940371/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/court-double-mix-fv8663-true-grey-8-black-proud-pink/570500
502,Retroset w - scarlet/ftwr white/core black,adidas Originals,"Scarlet, Ftwr White & Core Black",Code fw4785,Mesh Upper with Rubber sole,1104,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1941666/original.jpg,women,"UK 4, UK 5, UK 7, UK 3.5, UK 6, UK 8, ",https://superbalist.com/women/shoes/sneakers/retroset-w-fw4785-scarlet-ftwr-white-core-black/567494
503,Pulsar wedge tech glam - black-silver,PUMA Select,Puma black-puma silver,Code 37393902,Mesh Upper with Leather Overlays & Rubber Sole,1234,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1937015/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/pulsar-wedge-tech-glam-wn-s-37393902-puma-black-puma-silver/578703
504,Kyron wild beasts wn's - puma black-dark shadow,PUMA Select,Puma black-dark shadow,Code 37304101,Mesh Upper with Rubber Sole,1104,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1936157/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/kyron-wild-beasts-wn-s-37304101-puma-black-dark-shadow/578700
505,Zig kinetica horizon - black/maroon/utility beige,Reebok,Black/maroon/utility beige,Code FW6266,,1169,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1936179/original.jpg,women,"UK 4, UK 5, UK 7, UK 3, UK 6, UK 8, ",https://superbalist.com/women/shoes/sneakers/zig-kinetica-horizon-fw6266-black-maroon-utility-beige/570903
506,Zig kinetica - horizon blue/high vis orange/proud pink,Reebok,Horizon blue/high vis orange/proud pink,Code FW6155,Mesh Upper with Rubber Sole,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1936171/original.jpg,women,"UK 5, UK 6, UK 3, UK 4, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/zig-kinetica-fw6155-horizon-blue-high-vis-orange-proud-pink/570902
507,Zig Kinetica Horizon - alabaster/utility beige/carotene,Reebok,Alabaster/utility beige/carotene,Code FW6269,Textile Upper,1169,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1916632/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 8, UK 4, ",https://superbalist.com/women/shoes/sneakers/zig-kinetica-horizon-fw6269-alabaster-utility-beige-carotene/570904
508,Zig Kinetica Horizon - carotene / high vis orange / utility beige,Reebok,Carotene/high vis orange/utility beige,Code fw6270,leather,1259,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1916662/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/zig-kinetica-horizon-fw6270-carotene-high-vis-orange-utility-beige/570905
509,Kyron wild beasts - aqua grey-puma white,PUMA Select,Aqua grey-puma white,Code 37304103,Mesh upper with suede overlays,1104,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1930936/original.jpg,women,"UK 3, UK 6, UK 7, UK 8, UK 4, UK 5, ",https://superbalist.com/women/shoes/sneakers/kyron-wild-beasts-37304103-aqua-grey-puma-white/578701
510,Kalis vulc - black & leopard,DC,Black & leopard,Code ADJS300252-LEO,Suede Upper with Leather overlays & Rubber sole,519,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1933759/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/kalis-vulc-black-leopard/600767
511,Ua Vans sport - (soft leather) nirvana & snow white,Vans,Nirvana & Snow White,Code VN0A4BU627Z1,Leather Upper with Gum Sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1927025/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-vans-sport-vn0a4bu627z1-soft-leather-nirvana-snow-white/620720
512,Ua Vans sport - (soft leather) white & snow white,Vans,White & Snow White,Code VN0A4BU628A1,Leather Upper with Gum Sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1927012/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-vans-sport-vn0a4bu628a1-soft-leather-white-snow-white/620721
513,CTAS Dainty ox - desert peach & particle beige,Converse,Desert Peach & Particle Beige,Code 563477C,,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1926893/original.jpg,women,"UK 3, UK 5, UK 4, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ctas-dainty-gloss-glitter-l-ox-563477c/631521
514,Sleek w - shock purple/hi-res yellow/signal pink,adidas Originals,Shock Purple/Hi-Res Yellow/Signal Pink,Code FW2485,TPU Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1926189/original.jpg,women,"UK 3, UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/sleek-w-fw2485-shock-purple-hi-res-yellow-signal-pink/567422
515,Nova wn's sneaker - puma black & rose gold,PUMA,Puma Black & Rose Gold,Code 37081505,Leather Upper with Rubber Sole,839,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1919483/original.jpg,women,"UK 4, UK 5, UK 6, UK 3, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/nova-wn-s-37081505-puma-black-rose-gold/631229
516,Super Comfycush Era - (mixed media) antique white/multi,Vans,Mixed Media Antique White & Multi,Code VN0A4U1D26A1,Canvas Upper with Waffle Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1919733/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/super-comfycush-era-mixed-media-antique-white-multi/620677
517,2341 alpina marble boot - white-red-rose lobs,SUPERGA,White-red-rose lobs,Code s111t1w-a6,Canvas Upper with Rubber sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1919041/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2341-alpina-marble-boot-s111t1w-a6-white-red-rose-lobs/605563
518,Nizza platform - supplier colour / ftwr white,adidas Originals,"Supplier Colour, Ftwr White & Ftwr White",Code fv5455,Textile Upper with Rubber sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1917398/original.jpg,women,"UK 4, UK 5, UK 7, UK 3, UK 3.5, UK 6, UK 8, ",https://superbalist.com/women/shoes/sneakers/nizza-platform-w-fv5455-supplier-colour-ftwr-white-ftwr-white/567490
519,Falcon - bliss purple / shock purple / haze coral,adidas Originals,"Bliss Purple, Shock Purple & Haze coral",Code fw2486,Mesh Upper with Rubber sole,1234,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1917374/original.jpg,women,"UK 3.5, UK 4, UK 8, UK 3, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/falcon-w-fw2486-bliss-purple-shock-purple-haze-coral/567400
520,UltraBOOST 20 - legacy blue / silver met. / signal pink,adidas Performance,Legacy blue/silver met./signal pink,Code FV347,Primeknit textile upper with Rubber Sole,2249,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1875833/original.jpg,women,"UK 7.5, UK 3.5, UK 4, UK 4.5, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/trainers/ultraboost-20-w-fv8347-legacy-blue-silver-met-signal-pink/568264
521,Day Jogger- trace pink / cloud white/ semi flash red,adidas Originals,Pink,,"Trace Pink, Cloud White, Semi Flash Red",1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1914538/original.jpg,women,"UK 3, UK 4, UK 6, UK 7, UK 5, UK 8, ",https://superbalist.com/women/shoes/sneakers/day-jogger-w-fw4828-trace-pink-cloud-white-semi-flash-red/634494
522,Club C stacked - white / reebok rubber gum,Reebok,White / White / Reebok Rubber Gum-06,Code Q46334,,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1906636/original.jpg,women,"UK 5, UK 6, UK 7, UK 8, UK 3, UK 4, ",https://superbalist.com/women/shoes/sneakers/club-c-stacked-g46334-white-white-reebok-rubber-gum-06/570513
523,Authentic - (prism suede) metallic/blanc de blanc,Vans,Metallic/Blanc de Blanc,Code VN0A2Z5I19C1,Textile Upper with Waffle Sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1916437/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/authentic-prism-suede-metallic-blanc-de-blanc/620717
524,Ultrarange Rapidweld - rose dawn/true white,Vans,Rose Dawn & True White,Code vn0a3mvu1ul1,Textile Upper with Suede Overlays & Rubber Sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1914830/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/women/shoes/sneakers/ultrarange-rapidweld-rose-dawn-true-white/584856
525,"Chuck Taylor All Star ox - plum chalk, light gold & white",Converse,"Plum Chalk, Light Gold & White",Code 564352C,Canvas Upper with Rubber Sole,569,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1904949/original.jpg,women,"UK 3, UK 5, UK 4, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-ox-564352c-plum-chalk-light-gold-white/213857
526,Chuck Taylor All Star - arctic pink & white,Converse,Arctic Pink & White,Code 558004C,Textile Upper with Rubber Sole,629,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1904943/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-ox-arctic-pink-arctic-pink-white-women/132268
527,Chuck Taylor All Star Ballet Lace - washed coral / turf orange,Converse,Washed Coral & Turf Orange,Code 564313C,Canvas Upper with Rubber sole,479,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1901350/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ctas-ballet-lace-washed-coral-turf-orange/213850
528,Superstar plateau - black / white,adidas Originals,"Core Black, Ftwr White & Gold Met",Code FV3335,Leather Upper with Rubber sole,1044,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1901309/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/superstar-plateau-w-fv3335-core-black-ftwr-white-gold-met/567440
529,Chuck Taylor All Star Dainty - light surplus / field surplus,Converse,Light Surplus & Field Surplus,Code 564307C,Canvas Upper with Rubber Sole,539,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1901333/original.jpg,women,"UK 3, UK 4, UK 7, UK 5, UK 6, UK 8, ",https://superbalist.com/women/shoes/sneakers/ctas-dainty-light-surplus-field-surplus/213845
530,Chuck Taylor All Star Dainty - washed indigo/ indigo fog,Converse,Washed Indigo & Indigo Fog,Code 564308C,Canvas Upper with Rubber Sole,539,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1901337/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ctas-dainty-washed-indigo-indigo-fog/213847
531,Ua ultrarange exo - (pop) rose dawn/true white,Vans,Pop Rose Dawn & True white,Code VN0A4U1K26S1,Mesh Upper with Rubber sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1892979/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-ultrarange-exo-vn0a4u1k26s1-pop-rose-dawn-true-white/584853
532,Sk8-hi - (tiger patchwork) black/true white,Vans,Tiger Patchwork Black & True White,Code VN0A4BV61IO1,Synthetic Upper with Waffle Sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1892989/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/women/shoes/sneakers/sk8-hi-tiger-patchwork-black-true-white/599129
533,Chuck Taylor All Star - white,Converse,White,Code 558009C,Leather Upper with Rubber Sole,719,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1883878/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-ox-white-white-white-women/132273
534,Chuck Taylor All Star - violet & black,Converse,Violet & Black,Code 557949C,Leather Upper with Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1883739/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 8, UK 7, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-hi-violet-black-black-women/132270
535,Chuck Taylor All Star - ox - molasses & black,Converse,Molasses & Black,Code 558008C,Leather Upper with Rubber Sole,719,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1883773/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-ox-molasses-black-black-women/132272
536,Club C 85 - chalk/black/court green,Reebok,Chalk/Black/Court Green,Code FW1266,Suede Upper with Rubber Sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1877094/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 8, UK 4, ",https://superbalist.com/women/shoes/sneakers/club-c-85-fw1266-chalk-black-court-green/570484
537,Club C Stacked - chalk / pure grey / gum,Reebok,Chalk/Pure Grey 3/Reebok Rubber Gum-06,Code FW6251,Leather Upper with Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1877123/original.jpg,women,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, UK 6, ",https://superbalist.com/women/shoes/sneakers/club-c-stacked-fw6251-chalk-pure-grey-3-reebok-rubber-gum-06/570462
538,Evzn - merlot/black/proud pink,Reebok,Merlot/Black/Proud Pink,Code FV8677,Synthetic Leather & Mesh Upper with Rubber Sole,1119,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1877071/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/evzn-fv8677-merlot-black-proud-pink/570483
539,Court Vintage premium - white / black-total orange,Nike,White/Black-Total Orange,Code CW1067-100,Leather Upper with Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1876335/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/court-vintage-premium-cw1067-100-white-black-total-orange/546496
540,Super ComfyCush Era - (canvas)black/true white,Vans,Black/true white,Code VN0A4U1D1WX1,Canvas Upper with Rubber sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1865165/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/super-comfycush-era-vn0a4u1d1wx1-canvas-black-true-white/597076
541,Val sneakers - puma black,PUMA,Puma Black,Code 37223902,Leather Upper & Rubber Sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1864728/original.jpg,women,"UK 5, UK 3, UK 4, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/val-puma-black/621975
542,Lqdcell hydra wn s puma - black & ignite pink,PUMA,Black & Ignite Pink,Code 19308301,"Mesh, Suede & Synthetic Upper with Rubber Sole",1234,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1864760/original.jpg,women,"UK 3, UK 3.5, UK 7, UK 7.5, UK 8, UK 4, UK 4.5, UK 5, UK 5.5, UK 6, UK 6.5, ",https://superbalist.com/women/shoes/sneakers/lqdcell-hydra-wn-s-puma-19308301-black-ignite-pink/620503
543,Super ComfyCush Slip-On - (big classics checker) black/off white check,Vans,Black/off white check,Code vn0a4u1fxt41,Canvas Upper with Rubber sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1865203/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/super-comfycush-slip-on-big-classics-checker-black-off-white-check/597077
544,Cl lthr - chalk/vector red/vector blue,Reebok,"Chalk, Vector Red & Vector Blue",Code fv1081,Leather Upper with Rubber sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1859077/original.jpg,women,"UK 6, UK 3, UK 4, UK 5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/cl-lthr-fv1081-chalk-vector-red-vector-blue/570489
545,Chuck Taylor All Star espadrille - black/white/natural,Converse,Black/White/Natural,Code 567685C,Canvas Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1859882/original.jpg,women,"UK 7, UK 8, UK 3, UK 4, UK 5, UK 6, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-espadrille-567685c-black-white-natural/614313
546,Chuck 70 - white/egret/mouse,Converse,White/Egret/Mouse,Code 167669C,Canvas Upper with Rubber Sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1858731/original.jpg,women,"UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-70-167669c-white-egret-mouse/614301
547,Chuck 70 hi - black/almost black/egret,Converse,Black/almost black/egret,Code 167668c,Canvas Upper with Rubber Sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1858294/original.jpg,women,"UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/chuck-70-hi-167668c-black-almost-black-egret/554126
548,Chuck Taylor All Star espadrille - white/black/natural,Converse,White/Black/Natural,Code 567686c,Canvas Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1858649/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-espadrille-567686c-white-black-natural/614314
549,GelSaga - midnight & white,ASICS,Midnight & White,Code 1192A184 - 400,Mesh Upper with Suede Overlays & Rubber Sole,1104,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1855212/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/gelsaga-midnight-white/619567
550,Era (multi python) - rasta/true white,Vans,Rasta & True White,Code vn0a4u39wz31,Canvas Upper with Waffle Sole,486,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1853932/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/women/shoes/sneakers/era-multi-python-vn0a4u39wz31-rasta-true-white/548801
551,Renew Chuck Taylor all star ox - desert ore/natural/black,Converse,Desert ore/Natural/Black,Code 167646C,Canvas Upper with Rubber Soles,629,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1846817/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/women/shoes/sneakers/renew-chuck-taylor-all-star-ox-167646c-desert-ore-natural-black/554121
552,SK8-Hi reissue 138 - (National Geographic) logo,Vans,National Geographic Logo,Code vn0a3tkpxhp1,Canvas Upper with Ruuber sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1848737/original.jpg,men,"UK 3, UK 4, UK 6, UK 7, UK 8, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/sk8-hi-reissue-138-vn0a3tkpxhp1-national-geographic-logo/610973
553,Bold ni - (plaid) red & true white,Vans,Plaid Red & True White,Code vn0a3wlpv8c1,Synthetic Upper With Ribber sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1848750/original.jpg,men,"UK 4, UK 7, UK 8, UK 9, UK 10, UK 11, UK 5, UK 6, ",https://superbalist.com/men/shoes/sneakers/bold-ni-vn0a3wlpv8c1-plaid-red-true-white/610975
554,Feiyue fe lo 1920 classic - black,Feiyue,Black,Code FeLo 1920-blk,Canvas Upper With Rubber Sole,549,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1849125/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/women/shoes/sneakers/feiyue-fe-lo-1920-classic-black/615958
555,Feiyue fe lo 1920 classic - white,Feiyue,White,Code FeLo 1920-wht,Canvas Upper With Rubber Sole,549,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1846351/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/women/shoes/sneakers/feiyue-fe-lo-1920-classic-white/615957
556,Dmx Thrill - jasmine pink/blue blast/white,Reebok,Jasmine pink/blue blast/white,Code ef7849,Textile Upper with Rubber sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1841160/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/dmx-thrill-ef7849-jasmine-pink-blue-blast-white/529174
557,Ladies viper fash - pink,SOVIET,Pink,,Faux Leather Upper with Rubber sole,369,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1841458/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/l-viper-pu-fash-smokey-rose-rose-gold/584547
558,Revolution 5 - black / white-anthracite,Nike,"Black, White-Anthracite",Code BQ3207-002,Textile Upper with Rubber Sole,849,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1835027/original.jpg,women,"UK 2.5, UK 3, UK 3.5, UK 4, UK 4.5, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/trainers/nike-revolution-5-bq3207-002-black-white-anthracite/546474
559,Gel-Bnd - lichen green / birch,ASICS,Lichen green/birch,Code 1022a186-300,Mesh Upper with Leather Overlays & Rubber Sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1829590/original.jpg,women,"UK 4, UK 7, UK 3, UK 5, UK 6, UK 8, ",https://superbalist.com/women/shoes/sneakers/gel-bnd-1022a186-300-lichen-green-birch/561489
560,850 Classic Running - pink,New Balance,Pink,Code wl850lbf,Textile Upper with Suede Overlays & Rubber Sole,1234,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1827384/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/850-classic-running-wl850lbf-pink/537559
561,VLTG mid leather overlay - Black - back to earth,Converse,Black & Univ,Code 566793c,Faux Leather Upper with Rubber sole,1169,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1814838/original.jpg,women,"UK 5, UK 7, UK 3, UK 4, UK 6, UK 8, ",https://superbalist.com/women/shoes/sneakers/vltg-mid-leather-overlay-back-to-earth-566793c-black-univ/594228
562,Crep protect gift tube,Crep,,,,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1806835/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/crep-protect-gift-tube/586165
563,Crep protect eraser,Crep,,,,199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1806828/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/crep-protect-eraser/586168
564,"Gel-Lyte III OG - ""Shibuya""",ASICS,White/black,Code 1192a207-100,Textile upper with rubber sole,1104,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1803739/original.jpg,women,"UK 3.5, UK 4, UK 4.5, UK 3, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/gel-lyte-iii-og-1192a207-100-white-black-barcode-shibuya-crossing/561486
565,2341 Cotu alpina boot - full black,SUPERGA,Full black,Code s00gxg0-996,Canvas Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1793835/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2341-cotu-alpina-boot-s00gxg0-996-full-black/548215
566,2341 Cotu alpina boot - white,SUPERGA,White,Code s00gxg0-901,Synthetic,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1793821/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6.5, UK 7, UK 8, UK 6, ",https://superbalist.com/women/shoes/sneakers/2341-cotu-alpina-boot-s00gxg0-901-white/548214
