,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
204,Air Vapormax evo - white/midnight navy/hyper blue/tech grey,Nike,White/Midnight Navy/Hyper Blue/Tech Grey,Code DC9113-100,Mesh/Textile Upper/Rubber Sole,3999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2159331/original.jpg,women,"UK 4, UK 5, UK 6, UK 3, UK 7, ",https://superbalist.com/women/shoes/sneakers/air-vapormax-evo-dc9113-100-white-midnight-navy-hyper-blue-tech/689990
205,Ua era - (sidewall print) saffron/meals,Vans,saffron/meals,Code VN0A54F14G11,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2159480/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-era-sidewall-print-saffron-meals/687786
206,Ua old skool - (uv glitter) pink/true white,Vans,pink/true white,Code VN0A3WKT3UA,Canvas Upper with Waffle Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2159425/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-old-skool-uv-glitter-pink-true-white/687789
207,L pacific - white & dusty pink,SOVIET,White & Pink,,Faux Leather Upper with Rubber Sole,300,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2159298/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/l-pacific-white-dusty-pink/701792
208,L viper fash - burgundy,SOVIET,Burgundy,,Canvas Upper with Rubber Sole,279,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2159241/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/l-viper-fash-burgundy/701794
209,L viper pu fash - light yellow,SOVIET,Light Yellow,,,279,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2238753/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/l-viper-pu-fash-lt-yellow-smokey/701797
210,L coleen - dusty pink,SOVIET,Dusty Pink,,Faux Leather Upper with Rubber Sole,279,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2159266/original.jpg,women,"UK 6, UK 3, UK 4, UK 5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/l-coleen-dusty-pink/701787
211,L pacific - black,SOVIET,Black,,Faux Leather Upper with Rubber Sole,300,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2159284/original.jpg,women,"UK 4, UK 5, UK 6, UK 8, UK 3, UK 7, ",https://superbalist.com/women/shoes/sneakers/l-pacific-black/701790
212,Stan smith w - cream white/cream white/clear mint,adidas Originals,white,,,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2157951/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/stan-smith-w-g55669-cream-white-cream-white-clear-mint/636317
213,Puma shuffle - Puma white-Puma white-cloud pink-puma team gold,PUMA,Black,Code 309668 09,Synthetic Leather Upper,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2158055/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/puma-shuffle-309668-09-puma-white-puma-white-cloud-pink-puma-team-gold/689520
214,Disruptor ii embroidery - khaki,FILA,Khaki,Code 105-10182-FIL-KHK,Faux Leather Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2158112/original.jpg,women,"UK 4, UK 3, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/disruptor-ii-embroidery-khaki/660596
215,Continental 80 w - clear pink/halo blue/ftwr white,adidas Originals,Clear pink/halo blue/ftwr white,Code FX5421,Leather Upper/Rubber Sole,1124,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2157837/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/continental-80-w-fx5421-clear-pink-halo-blue-ftwr-white/636315
216,Chuck Taylor All Star - festival,Converse,Egret/Spring Green/Black,Code 570765C,Canvas Upper with Rubber Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2155079/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ctas-summer-fest-all-over-print-hi-egret-spring-grn-blk-festival/714105
217,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG white/scene at,,Canvas Upper with Waffle Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2153874/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/authentic-44-dx-anaheim-factory-og-white-scene-at/687751
218,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG yellow/scene aw,,Canvas Upper with Waffle Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2153887/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/authentic-44-dx-anaheim-factory-og-yellow-scene-aw/687752
219,Lyte classic - white/pink salt,ASICS,white/pink salt,Code 1202A112-101,Mesh & Suede Upper with Rubber Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2149510/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/lyte-classic-white-pink-salt/673266
220,Run Star Hike Summer Fest  hi - festival,Converse,Egret/White/Black,Code 170776C,Ripstop Upper with Rubber Sole,1999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2155044/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/run-star-hike-summer-fest-hi-egret-white-black-festival/714092
221,Chuck 70 embroidered garden party,Converse,Chambray Blue/Egret/Black,Code 570917C,Canvas Upper with Rubber Sole,1699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2155129/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/chuck-70-embroidered-garden-party-hi-chambray-blue-egret-black-floral-print/714100
222,Lyte classic - lichen rock/cream,ASICS,lichen rock/cream,Code 1202A074-300,Mesh & Suede Upper with Rubber Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2149489/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/lyte-classic-lichen-rock-cream/673267
223,Wild rider layers - puma white & viridian green,PUMA,Puma White & Viridian Green,Code 38069703,Nylon Upper with Suede & Leather Overlays with Rubber Sole,1649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2155163/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/wild-rider-layers-38069703-puma-white-viridian-green/715752
224,Chuck 70 embroidered garden party,Converse,Egret/Bright Poppy/Black,Code 570916C,Canvas Upper with Rubber Sole,1599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2155101/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-70-embroidered-garden-party-ox-egret-bright-poppy-black-floral-print/714088
225,Lyte classic - oyster grey/glacier grey,ASICS,oyster grey/glacier grey,Code 1202A074-021,Mesh & Suede Upper with Rubber Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2149467/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/lyte-classic-oyster-grey-glacier-grey/673268
226,Tarther blast - aqua angel/ivory,ASICS,aqua angel/ivory,Code 1202A042-400,TARTHER™ Synthetic Upper with Rubber Sole,1349,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2149449/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/tarther-blast-aqua-angel-ivory/673276
227,Sk8-Hi - (better together) black/true white,Vans,Black/True White,Code VN0A32QG4U8,Textile Upper with Suede Overlays & Waffle Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2145658/original.jpg,women,"UK 7, UK 8, UK 9, UK 3, UK 4, UK 5, UK 6, UK 10, ",https://superbalist.com/women/shoes/sneakers/sk8-hi-better-together-black-true-white/687770
228,Old Skool - (better together) moroccan blue/true white,Vans,Moroccan Blue/True White,Code VN0A3WKT4PC,Textile Upper with Suede Overlays & Waffle Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2145649/original.jpg,women,"UK 3, UK 8, UK 9, UK 4, UK 5, UK 6, UK 7, UK 10, ",https://superbalist.com/women/shoes/sneakers/old-skool-better-together-moroccan-blue-true-white/687771
229,Ua classic slip-on - (uv glitter) pink/true white,Vans,Pink/true white,,Glitter textile Upper with Waffle sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2153864/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-classic-slip-on-uv-glitter-pink-true-white/687785
230,Puma skye clean - whisper white-peachskin-puma silver,PUMA,whisper white-peachskin-puma silver,Code 380147 05,Faux Leather Upper with Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2152001/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/puma-skye-clean-380147-05-whisper-white-peachskin-puma-silver/689534
231,Stan Smith - pantone,adidas Originals,Pantone/Pantone/Pantone,Code FZ2714,Synthetic Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2161860/original.jpg,women,"UK 3.5, UK 6, UK 7, UK 8, UK 4, UK 5, ",https://superbalist.com/women/shoes/sneakers/stan-smith-fz2714-pantone-pantone-pantone/636316
232,Future rider cnv - eggnog-shifting sand,PUMA,eggnog-shifting sand,Code 380163 01,Textile upper with Nubuck and Faux Leather overlays,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2152014/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/future-rider-cnv-380163-01-eggnog-shifting-sand/689543
233,Run 60s 2.0 - halo blue/ftwr white/cream white,adidas Originals,Halo Blue/Ftwr White/Cream White,Code FZ0960,Textile Upper with Suede Overlays & Rubber Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2149577/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/run-60s-2-0-fz0960-halo-blue-ftwr-white-cream-white/636329
234,Ua era - (paradise floral) black/true white,Vans,Paradise Floral Black & True White,Code VN0A54F13VD1,Canvas Upper with Waffle Sole,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2147701/original.jpg,women,"UK 4, UK 5, UK 7, UK 8, UK 3, UK 6, ",https://superbalist.com/women/shoes/sneakers/ua-era-paradise-floral-black-true-white/687779
235,Court legacy - black & white,Nike,Black & White,Code CU4149-001,Leather Upper with Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2146359/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/nike-court-legacy-cu4149-001-black-white/647371
236,2750 crochet piping - beige gesso,SUPERGA,Beige gesso,Code s71173w-394,Canvas Upper with Rubber sole,979,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2146380/original.jpg,women,"UK 2.5, UK 3, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2750-crochet-piping-s71173w-394-beige-gesso/713071
237,Sl andridge w - ftwr white/grey one/core black,adidas Originals,ftwr white/grey one/core black,Code EG6846,Satin Nylon Upper with Synthetic Overlays & Rubber Sole,1424,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118663/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/sl-andridge-w-ftwr-white-grey-one-core-black/636135
238,Rs 2.0 femme wn's - marshmallow-eggnog-cloud pink,PUMA,Marshmallow-Eggnog-Cloud Pink,Code 374958 02,Mesh Upper with Suede & Synthetic Overlays & Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2146240/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/rs-2-0-femme-wn-s-374958-02-marshmallow-eggnog-cloud-pink/689528
239,Daybreak - sail/crimson tint-barely green,Nike,Sail/Crimson Tint-Barely Green,Code CK2351-107,Nylon Upper with Suede & Synthetic Leather Overlays & Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2146252/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/nike-daybreak-ck2351-107-sail-crimson-tint-barely-green/647370
240,Supercourt style w - ftwr white/ftwr white/core black,adidas Originals,ftwr white/ftwr white/core black,Code S42822,Leather Upper with Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2119628/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/supercourt-style-w-s42822-ftwr-white-ftwr-white-core-black/636254
241,New York - white,Onitsuka Tiger,White,Code 1183A789-101,Leather & Nylon Upper with Rubber Sole,839,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2141432/original.jpg,women,"UK 3, UK 9, UK 10, UK 11, UK 12, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/new-york-1183a789-101-white-white/715904
242,Disruptor ii embroidery - pink,FILA,Pink,,Synthetic Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2144613/original.jpg,women,"UK 7, UK 8, UK 3, UK 4, UK 5, UK 6, ",https://superbalist.com/women/shoes/sneakers/disruptor-ii-embroidery-pink/660595
243,UA old skool stacked - (pastel) drizzle/true white,Vans,Drizzle/True White,Code VN0A4U154TI1,Canvas Upper with Suede Overlays & Rubber Sole,1124,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2142462/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-old-skool-stacked-pastel-drizzle-true-white/687781
244,Cali star dd wn’s - puma black-nrgy yellow-puma team gold,PUMA,puma black-nrgy yellow-puma team gold,,"Synthetic, Leather Upper/Rubber Sole",1874,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071996/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/cali-star-dd-wn-s-380654-01-puma-black-nrgy-yellow-puma-team-gold/689509
245,Mirage tech - puma white & gray violet,PUMA,Puma White & Gray Violet,Code 381118 06,Mesh & Textile Upper with Rubber Sole,1424,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2141686/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3, ",https://superbalist.com/women/shoes/sneakers/mirage-tech-381118-06-puma-white-gray-violet/689517
246,Delegation-f - white,Onitsuka Tiger,White,Code 1182A462-101,Leather Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2141654/original.jpg,women,"UK 8, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/delegation-f-1182a462-101-white-white/715905
247,Mexico 66 - smoke grey/cream,Onitsuka Tiger,Grey,Code 1183b348-020,Leather Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2141524/original.jpg,men,"UK 3.5, UK 5, UK 5.5, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/mexico-66-1183b348-020-smoke-grey-cream/715906
248,Delegation f - white,Onitsuka Tiger,White,Code 1182A462 - 100,Leather Upper with Rubber Sole,979,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2141412/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/delegation-f-white-blush-smooth-leather/572861
249,Mexico 66 - dusty steppe/cream,Onitsuka Tiger,Pink,Code 1183b348-200,Leather Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2141549/original.jpg,men,"UK 8, UK 10, UK 3.5, UK 7, UK 9, ",https://superbalist.com/men/shoes/sneakers/mexico-66-1183b348-200-dusty-steppe-cream/715907
250,Low pro sneaker - navy,Superdry.,Navy,,Canvas Upper with Rubber Sole,559,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2139278/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 8, UK 7, ",https://superbalist.com/women/shoes/sneakers/low-pro-sneaker-navy-1/700162
251,Womens flatform sleek trainer - pink,Superdry.,Pink,,Suede Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2139285/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/womens-flatform-sleek-trainer-soft-pink/700172
252,574v2 - virtual violet,New Balance,Virtual Violet (550),Code WL574WK2,Textile Upper with Rubber Sole,1699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2139238/original.jpg,women,"UK 4, UK 6, UK 3, UK 5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/574v2-virtual-violet-wl574wk2/689820
253,Cali sport top ns wn's - white,PUMA,White,Code 380633 01,Leather Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2139551/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/cali-sport-top-ns-wn-s-380633-01-puma-white-puma-white-puma-silver/689521
254,Edit velcro trainer - black,Superdry.,Black,,Faux Leather Upper with Suede Overlays & Rubber Sole,1189,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2139299/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/edit-velcro-trainer-black/700173
