,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Fabricarion,FabricationMaterial,Fabriction,Volume,Fabircation,Suitable,Includes,Sneaker,Footwear,Base,Ingredients,Formal,Toe,Sport,Size,Qty,Care
273,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG blue/scene as,Code VN0A54F241D1,Canvas Upper with Waffle Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2162909/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 10, UK 9, ",,,,,,,,,,,,,,,,,
274,Question mid - Candyland,Reebok,"White, Pixie Pink & Goal Green",Code gz8826,Synthetic Upper with Rubber sole,R2099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121551/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
275,Mexico 66 - iron navy/cilantro,Onitsuka Tiger,iron navy/cilantro,Code 1183A201-405,Leather Upper with Rubber Sole,R944,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2161770/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
276,Mexico 66 - turkish sea/white,Onitsuka Tiger,turkish sea/white,Code 1183A201-404,Leather Upper with Rubber Sole,R944,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2161793/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 12, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
277,Wild rider layers - puma white-urban red,PUMA,Puma white-Urban red,Code 380697_01,Nylon upper with suede and premium leather overlays & Rubber Sole,R1649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2159195/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
278,Wild rider layers - puma white-viridian green,PUMA,Puma white/viridian green,Code 380697_02,Nylon upper with suede and premium leather overlaysIMEVA midsole with Rubber Sole,R1649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2159212/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
279,Ua old skool - (off the wall) dress blues/true blue,Vans,Dress blues/True blue,Code VN0A3WKT4QA1,Canvas Upper with Suede Overlays & Waffle Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2159445/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
280,Japan s - midnight/midnight,Asics,midnight/midnight,Code 1201A088-401,Synthetic Upper with Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2149418/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
281,Continental 80 stripes - ftwr white/grey two/semi frozen yellow,adidas Originals,ftwr white/grey two/semi frozen yellow,Code FX5098,Leather Upper/Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2157761/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
282,Reebok x BBC Instapump Fury Boost,Reebok,Dandy blue/sky blue/ylw,Code GZ5362,,R2099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2157681/original.jpg,men,"UK 6, UK 7, UK 8, UK 10, UK 9, ",,,,,,,,,,,,,,,,,
283,Supercourt - core black/ultra purple/ftwr white,adidas Originals,Core black/ultra purple/ftwr white,Code FX5705,Leather Upper with Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2157875/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
284,Stan smith - ftwr white/team royal blue/ftwr white,adidas Originals,ftwr white/team royal blue/ftwr white,Code FZ2703,Faux Leather Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2158002/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
285,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG white/scene at,,Canvas Upper with Waffle Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2153874/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
286,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG yellow/scene aw,,Canvas Upper with Waffle Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2153887/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
287,Gel-lyte iii og - ivory/black,Asics,ivory/black,Code 1201A051-750,Mesh & Suede Upper with Rubber Sole,R1349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2149407/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
288,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG white/scene at,,Canvas Upper with Waffle Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2153874/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
289,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG yellow/scene aw,,Canvas Upper with Waffle Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2153887/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
290,Sk8-Hi - (better together) black/true white,Vans,Black/True White,Code VN0A32QG4U8,Textile Upper with Suede Overlays & Waffle Sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2145658/original.jpg,women,"UK 7, UK 8, UK 9, UK 3, UK 4, UK 5, UK 6, UK 10, ",,,,,,,,,,,,,,,,,
291,Old Skool - (better together) moroccan blue/true white,Vans,Moroccan Blue/True White,Code VN0A3WKT4PC,Textile Upper with Suede Overlays & Waffle Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2145649/original.jpg,women,"UK 3, UK 8, UK 9, UK 4, UK 5, UK 6, UK 7, UK 10, ",,,,,,,,,,,,,,,,,
292,Pump omni zone ii - ftwr white/black/orange flare,Reebok,"Ftwr White, Black & Orange Flare",Code g57539,Leather Upper with Rubber sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121950/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
293,Supercourt - ftwr white/ftwr white/hazy rose,adidas Originals,Cloud White/Cloud White/Hazy Rose,Code FX5703,Leather Upper with Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118746/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
294,Instapump fury og - black/digital glow/hyper purple,Reebok,Black/Digital glow/Hyper purple,,"Textile, Synthetic Upper/Rubber Sole",R1609,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2050083/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
295,Gel-Lyte III OG - classic red/black,Asics,classic red/black,Code 1201A180-600,,R1349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118541/original.jpg,men,"UK 2.5, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
296,C-skate vulc - puma white-puma black,PUMA,puma white-puma black,Code 374901 02,Canvas Upper with Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2151959/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
297,Future rider double - puma white-nimbus cloud,PUMA,puma white-nimbus cloud,Code 380639 02,Nylon Upper with Suede Overlays & Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2152042/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
298,Puma r78 og - dazzling blue-puma white-puma black,PUMA,dazzling blue-puma white-puma black,Code 380787 01,Mesh & Nylon Upper with Faux Leather Overlays,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2152058/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
299,Oslo vulc - puma white-puma white,PUMA,puma white-puma white,Code 374977 01,Leather Upper with Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2151977/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
300,Anzarun lite - puma black-gray violet-tigerlily,PUMA,puma black-gray violet-tigerlily,Code 371128 22,Mesh Upper with Rubber Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2152070/original.jpg,men,"UK 6, UK 10, UK 7, UK 8, UK 9, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
301,Stan Smith x Disney - Wall E,adidas Originals,Cloud White & Pantone,Code GZ3097,Synthetic Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2149875/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 6, UK 11, ",,,,,,,,,,,,,,,,,
302,Chuck taylor all star ox - wordmark,Converse,Dolphin/white/black wordmark,,Canvas Upper/Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2073357/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,
303,Lyte classic - glacier grey/metropolis,Asics,Glacier grey/metropolis,,Suede Upper/Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2052788/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
304,Lyte classic - grey floss/french blue,Asics,Grey floss/french blue,,Suede Upper/Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2052815/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
305,Gel-lyte iii og - misty pine/seafoam,Asics,misty pine/seafoam,Code 1201A164-300,Mesh & Suede Upper with Rubber Sole,R1349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2149430/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 11, UK 2.5, UK 3.5, UK 4.5, UK 5.5, UK 6.5, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
306,Stan Smith x Disney - Kermit apack,adidas Originals,Ftwr White & Pantone,Code GZ3098,Synthetic Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2149889/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, UK 11, ",,,,,,,,,,,,,,,,,
307,Stan Smith - Kermit,adidas Originals,Ftwr White & Pantone,Code FX5550,Vegan Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2149543/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, UK 6, ",,,,,,,,,,,,,,,,,
308,Continental 80 stripes - ftwr white/halo blue/collegiate navy,adidas Originals,Ftwr White/Halo Blue/Collegiate Navy,Code FX5099,Leather Upper with Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2149531/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
309,Court legacy - black/white-gum light brown,Nike,Black/White-Gum Light Brown,Code CU4150-002,Leather Upper with Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2147474/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 13, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
310,C-skate vulc - puma black,PUMA,Puma Black,Code 374901 01,Canvas Upper with Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2146202/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
311,Trase tx - white,DC,White,Code ADYS300656-XWWW,Canvas Upper with Rubber Sole,R799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2144819/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
312,Trase tx se - brown & dark olive,DC,Brown & Dark Olive,Code ADYS300654-BO5,Canvas Upper with Rubber Sole,R849,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2144816/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
313,Puma dc future - castlerock-puma white-carrot,PUMA,Castlerock-Puma White-Carrot,Code 373022 05,Textile Upper with Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2146194/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
314,S-mydori mc sneakers - olive night,Diesel,Olive night,Code y02540-pr030-t7434,Cow Leather Upper,R2799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2069776/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
315,Air Max 90  - white/hot lime-black-neutral grey,Nike,"White, Hot Lime-Black-Neutral Grey",Code cz1846-100,Synthetic Upper with Rubber sole,R1874,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2146695/original.jpg,men,"UK 6, UK 8, UK 7, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
316,Delpala - scarlet/core black/gold met.,adidas Originals,Scarlet/core black/gold met.,Code FY7491,Canvas Upper with Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119024/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
317,Kalis vulc - tan,DC,Tan,Code ADYS300569-TAN,Textile Upper with Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2144809/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
318,UA vans sport - (classic sport) port royale & mineral gray,Vans,Port Royale & Mineral Gray,Code VN0A4BU64PR1,Canvas Upper with Suede Overlays & Waffle Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2142441/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
319,Mexico 66 - smoke grey/cream,Onitsuka Tiger,Grey,Code 1183b348-020,Leather Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2141524/original.jpg,men,"UK 3.5, UK 5, UK 5.5, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
320,Mexico 66 - dusty steppe/cream,Onitsuka Tiger,Pink,Code 1183b348-200,Leather Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2141549/original.jpg,men,"UK 8, UK 10, UK 3.5, UK 7, UK 9, ",,,,,,,,,,,,,,,,,
321,Gsm - black/cream,Onitsuka Tiger,Black/Cream,Code 1183A353-001,Leather Upper with Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139331/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
322,Ua authentic - (prep retro) blanc de blanc,Vans,blanc de blanc,Code VN0A348A40F1,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139504/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
323,SK8-mid - (prep retro) blanc de blanc,Vans,blanc de blanc,Code VN0A3WM340F1,Canvas Upper with Waffle Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139459/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
324,Ua vans sport - (classic sport) dress blues/saffron,Vans,dress blues/saffron,Code VN0A4BU64PL1,Canvas Upper with Leather & Suede Overlays,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139417/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
325,Old Skool - (prep retro) blanc de blanc,Vans,blanc de blanc,Code VN0A3WKT40F1,Canvas Upper with Waffle Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139512/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
326,SK8-Hi - (classic sport) port royale/mineral gray,Vans,port royale/mineral gray,Code VN0A32QG4PR1,Canvas Upper with Suede Overlays & Waffle Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139484/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
327,Kamikaze ii low - white/black/black,Reebok,White & Black,Code fy9780,Synthetic Upper with Rubber sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121898/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
328,Chuck taylor all star hi - wordmark,Converse,Black/University red/white wordmark,,Canvas Upper/Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2073175/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,
329,Chuck taylor all star hi - wordmark,Converse,white/university red/digital blue wordmark,,Canvas Upper/Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2073169/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,
330,Truman leather lace up - brown,Superdry.,Brown,Code MF110001A-CWG,Leather Upper with Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138639/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
331,Low pro retro - white,Superdry.,White,Code MF1102HT-W2L,Canvas & Faux Leather Upper with Rubber Sole,R769,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138489/original.jpg,men,"UK 8, UK 9, UK 6, UK 7, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
332,Vintage court trainer retro - grey & navy,Superdry.,Grey & Navy,Code MF1120HT-Y2C,Leather & Suede Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138539/original.jpg,men,"UK 11, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
333,Sleek trainer - black,Superdry.,Black,Code MF110063A-02A,Faux Leather Upper with Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138691/original.jpg,men,"UK 7, UK 8, UK 10, UK 9, ",,,,,,,,,,,,,,,,,
334,Sleek trainer - white,Superdry.,White,Code MF110063A-04C,Faux Leather Upper with Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138706/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
335,Chuck taylor all star cx hi - digital terrain- pull tabs,Converse,black/court green/hyper pink digital terrain,,Canvas Upper/Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074264/original.jpg,men,"UK 9, UK 10, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 11, ",,,,,,,,,,,,,,,,,
336,Dbreak-type - black/white,Nike,Black & White,Code CJ1156-003,Mesh Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138506/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
337,Air Max 2090 - platinum tint/blustery-summit white-volt,Nike,Platinum tint/blustery-summit white-volt,Code CZ1708-002,Synthetic Upper with Rubber Sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138677/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
338,Reposto - light bone/mahogany-college grey,Nike,Light bone/mahogany-college grey,Code cz5631-015,Mesh Upper with Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138702/original.jpg,men,"UK 9, UK 10, UK 11, UK 11.5, UK 12, UK 6, UK 7, UK 7.5, UK 8, UK 8.5, UK 9.5, UK 10.5, ",,,,,,,,,,,,,,,,,
339,Chuck 70 hi - seasonal color vintage canvas,Converse,Court green/egret/black seasonal color,,Canvas Upper/Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2073104/original.jpg,men,"UK 10, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
340,Ralph sampson mc mix - puma white-puma team gold,PUMA,Puma white-puma team gold,Code 374912-02,Leather upper with hairy suede underlays,R1124,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138420/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
341,Chuck Taylor All Star Renew sock knit high hi - Crater,Converse,limestone grey/storm wind/ash stone,,Mesh Upper/Rubber Sole,R1899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074625/original.jpg,men,"UK 6, UK 3, UK 4, UK 5, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
342,Low pro - black,Superdry.,Black,Code MF100006A-3B1,Canvas Upper with Rubber Sole,R629,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138609/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
343,Trophy classic low - black,Superdry.,Black,Code MF1004SR-02A,Canvas Upper with Rubber Sole,R769,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138567/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
