,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Fabricarion,FabricationMaterial,Fabriction,Volume,Fabircation,Suitable,Includes,Sneaker,Footwear,Base,Ingredients,Formal,Toe,Sport,Size,Qty,Care
416,Continental 80 - core black/team solar green/ftwr white,adidas Originals,Core black/team solar green/ftwr white,Code FX5108,Leather Upper & Rubber Sole,R1124,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118692/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
417,Superstar - ftwr white/crew blue/ftwr white,adidas Originals,Cloud White/Crew Blue/Cloud White,Code FX5532,Leather Upper with Rubber Sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118721/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
418,Superstar futureshell - ftwr white/core black/bright blue,adidas Originals,ftwr white/core black/bright blue,Code FX5551,Textile Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118738/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
419,Superstar futureshell - ftwr white/semi solar red/bright blue,adidas Originals,ftwr white/semi solar red/bright blue,Code FX5544,Textile Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118732/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
420,720 - team red,New Balance,Team Red,Code UL720SP1,Mesh Upper with Suede & Nylon Overlays with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116971/original.jpg,men,"UK 7, UK 9, UK 6, UK 8, UK 10, UK 10.5, ",,,,,,,,,,,,,,,,,
421,Air Max 2090 EOI - summit white/racer blue-black,Nike,summit white/racer blue-black,Code DA9357-100,Faux Suede & Faux Leather Upper with Rubber Sole,R1819,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2114303/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
422,Stan Smith - white/grey,adidas Originals,Ftwr white/grey three/light grey,Code FX5523,Symthetic Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2048488/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 13, ",,,,,,,,,,,,,,,,,
423,UA old skool - (suede/canvas) black & true white,Vans,Black & True White,Code VN0A3WKT5WU1,Canvas Upper with Suede Overlays & Waffle Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2114374/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
424,Puma R78 Future - peacoat-puma white-puma white,PUMA,peacoat-puma white-puma white,Code 374895 04,Canvas & Faux Leather Upper with Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2114527/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
425,Grand Court  - white/core black,adidas Performance,white/core black/orb grey,,"Leather, Textile Upper/Rubber Sole",R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2111946/original.jpg,men,"UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
426,Classic Leather - trace grey/goldmt/white,Reebok,trgry1/goldmt/white,Code FY9401,Leather Upper with Rubber Sole,R1189,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112860/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 12, UK 7, ",,,,,,,,,,,,,,,,,
427,ZX 2K boost pure  -  white/brown/cardboard,adidas Originals,white/brown/cardboard,,"Textile, Synthetic Upper/Rubber Sole",R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112282/original.jpg,men,"UK 6, UK 9, UK 10, UK 7, UK 8, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
428,Club C 85 mu - white/scarlet,Reebok,white/scarlet/phantom blue,Code EF8841,Leather Upper with Rubber Sole,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112343/original.jpg,men,"UK 6, UK 9, UK 7, UK 8, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
429,Instapump Fury OG - night black/yellow flare/vector red,Reebok,night black/yellow flare/vector red,,Textile Upper/Rubber Sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112766/original.jpg,men,"UK 6, UK 8, UK 9, UK 11, UK 7, UK 10, ",,,,,,,,,,,,,,,,,
430,Stan Smith - off white/ftwr white/clear brown,adidas Originals,off white/ftwr white/clear brown,,Synthetic Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112141/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
431,Stan Smith - ftwr white/grey four/core black,adidas Originals,ftwr white/grey four/core black,,Synthetic Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112217/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
432,Chuck taylor all star cx hi - digital terrain- pull tabs,Converse,String/hyper pink/black digital,,Canvas Upper/Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074137/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, UK 6, ",,,,,,,,,,,,,,,,,
433,Manual - white,DC,White,Code ADYS300591-103,Textile Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107306/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, UK 14, ",,,,,,,,,,,,,,,,,
434,Manual - black/gum,DC,Black/Gum,Code ADYS300591-BGM,Textile Upper with Rubber Sole,R699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107257/original.jpg,men,"UK 7, UK 8, UK 9, UK 6, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
435,Trase tx - black/white,DC,Black/White,Code ADYS300126-BKW,Textile Upper with Rubber Sole,R799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107403/original.jpg,men,"UK 6, UK 8, UK 9, UK 7, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
436,Shoot moritz - black & grey,Replay,Black,,Mesh Upper with Suede overlays,R1854,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108998/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
437,R-81 m drum pro wave - navy mil green,Replay,Navy mil green,,Mesh Upper wirh Suede overlays,R1784,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108977/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
438,Pinch iron -green grey,Replay,Green & Grey,,Faux Suede Upper with Rubber sole,R1609,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108948/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
439,Manual - grey/gum,DC,Grey/Gum,Code ADYS300591-2GG,Textile Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107327/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
440,Manual - cool grey,DC,Cool Grey,Code ADYS300591-CO5,Textile Upper with Rubber Sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107224/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
441,Manual - red,DC,Red,Code ADYS300591-RED,Textile Upper with Rubber Sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107251/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
442,Manual - Coffee Yarn,DC,Tan,Code ADYS300591-TA1,Textile Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107241/original.jpg,men,"UK 7, UK 9, UK 10, UK 11, UK 6, UK 8, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
443,R-81 m drum pro wave - black red,Replay,Black Red,,Synthetic upper with Suede overlays & Rubber sole,R1784,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2109018/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
444,Room baskin - khaki,Replay,Khaki,,Textile Upper with Rubber sole,R1784,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108875/original.jpg,men,"UK 8, UK 10, UK 11, UK 6, UK 7, UK 9, ",,,,,,,,,,,,,,,,,
445,Pinch iron - black & grey,Replay,Black,,Faux Suede Upper with Rubber sole,R1609,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108909/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
446,Manual - black/white,DC,Black/White,Code ADYS300591-BKW,Textile Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107293/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, UK 14, ",,,,,,,,,,,,,,,,,
447,Tonik tx se - Coffee Yarn,DC,Brown/DK Olive,Code ADYS300662-BO5,Textile Upper with Rubber Sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107494/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
448,Nike sb heritage vulc - summit white/navy-white-gum light brown,Nike,summit white/navy-white-gum light brown,,Suede Upper/Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2182229/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
449,Kalis vulc mid - grey,DC,Grey,Code ADYS300622-GRY,Leather & Faux Suede Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107478/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
450,Kalis vulc mid - black/black/white,DC,Black/Black/White,Code ADYS300622-xKKW,Leather & Faux Suede Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107453/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, UK 12, ",,,,,,,,,,,,,,,,,
451,Campos - white stone,Tretorn,White Stone,Code CAMPOS-038,Canvas Upper with Suede Overlays & Rubber sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2091802/original.jpg,men,"UK 8, UK 9, UK 9.5, UK 6.5, UK 7.5, ",,,,,,,,,,,,,,,,,
452,Nylite artis - fog,Tretorn,Fog,Code NYLITE ARTIS-027,Leather Upper with Rubber sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2091831/original.jpg,men,"UK 6, UK 6.5, UK 8, UK 9, UK 9.5, UK 3.5, UK 4, UK 5, UK 7.5, UK 10.5, ",,,,,,,,,,,,,,,,,
453,Rs 2.0 core - elektro blue-gray violet,PUMA,Elektro blue - Grey violet,,"Synthetic, Leather Upper/Rubber Sole",R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071762/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
454,Rs-x³ twill airmesh - puma white-peacoat,PUMA,puma white - peacoat,,"Synthetic, Mesh, Suede Upper/Rubber Sole",R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2070865/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
455,Rs-x³ twill airmesh - castlerock-poppy red,PUMA,Castlerock-poppy red,,"Synthetic, Mesh, Faux-suede Upper/Rubber Sole",R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2070879/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
456,Manual - pink/pink,DC,Pink/Pink,Code ADYS300591-PIP,Textile Upper with Rubber Sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2107268/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
457,Nylite ocean net - chalk - stone,Tretorn,Chalk Stone,Code NYLITE OCEAN NET-043,Cotton Upper with Rubber sole,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2091900/original.jpg,men,"UK 3.5, UK 5, UK 6, UK 6.5, UK 7.5, UK 8, UK 9, UK 9.5, UK 4, UK 10.5, ",,,,,,,,,,,,,,,,,
458,Rs-fast tech - puma black-puma white-fiery coral,PUMA,Puma black - Puma white - Fiery coral,,"Textile, Synthetic Upper/Rubber Sole",R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071952/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
459,Zx 2k boost - core black/core black/ftwr white,adidas Originals,"Core Black, Core Black, White",,Textile Upper/ Rubber Sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065998/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
460,X-ray 2 square - puma black-puma black-limoges-puma silver,PUMA,puma black-puma black-limoges-puma silver,,Synthetic leather Upper/Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071216/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 13, ",,,,,,,,,,,,,,,,,
461,Feiyue 1920 mid classic - white,Feiyue,White,,Canvas Upper with Rubber sole,R489,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2105574/original.jpg,men,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 3, UK 10, ",,,,,,,,,,,,,,,,,
462,Campos - burnt henna,Tretorn,Burnt Henna,Code CAMPOS-025,Canvas Upper with Suede Overlays & Rubber sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2091779/original.jpg,men,"UK 6.5, UK 7.5, UK 8, UK 9, UK 9.5, UK 10.5, ",,,,,,,,,,,,,,,,,
463,Campos - field green,Tretorn,Field Green,Code CAMPOS-065,Canvas Upper with Suede Overlays & Rubber sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2091824/original.jpg,men,"UK 6.5, UK 7.5, UK 8, UK 9, UK 9.5, ",,,,,,,,,,,,,,,,,
464,Adrien garwing - grey,Replay,Grey,,Synthetic Upper,R1784,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2106209/original.jpg,men,"UK 9, UK 11, UK 6, UK 7, UK 8, UK 10, ",,,,,,,,,,,,,,,,,
465,Field sunfield - black,Replay,Black,,Leather Upper,R2624,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2106147/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
466,Field sunfield - brown,Replay,Brown,,Leather Upper,R2436,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2106054/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, ",,,,,,,,,,,,,,,,,
467,R-81 m drum road - orange,Replay,Orange,,Textile Upper,R1784,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2106266/original.jpg,men,"UK 8, UK 10, UK 11, UK 6, UK 7, UK 9, ",,,,,,,,,,,,,,,,,
468,Room hornbeck - white,Replay,White,,Faux Leather Upper,R2764,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2106186/original.jpg,men,"UK 6, UK 7, UK 8, UK 10, UK 11, UK 9, ",,,,,,,,,,,,,,,,,
469,Puma smash v2 - high risk red-puma team gold-puma white,PUMA,high risk red-puma team gold-puma white,,Faux-suede Upper/Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2070830/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
470,Feiyue fe lo 1920 classic - navy,Feiyue,Blue,,Canvas Upper With Rubber Sole,R549,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2105747/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
471,Feiyue fe lo 1920 classic - ivory,Feiyue,White,,Canvas Upper with Rubber Sole,R549,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2105762/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
472,Feiyue 1920 mid classic - black,Feiyue,Black,,Canvas Upper with Rubber sole,R489,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2105752/original.jpg,men,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 3, UK 10, ",,,,,,,,,,,,,,,,,
473,Room baskin - black,Replay,Black,,Textile Upper,R1784,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2106178/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
474,Nylite ocean net - black,Tretorn,Black,Code NYLITE OCEAN NET-011,Cotton Upper with Rubber sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108792/original.jpg,men,"UK 3.5, UK 4, UK 5, UK 6, UK 6.5, UK 8, UK 9, UK 9.5, UK 11, UK 7.5, UK 10.5, ",,,,,,,,,,,,,,,,,
475,Tarther blast - graphite grey/cream,Asics,Graphite grey/cream,Code 1201A066-021,TARTHER™ shoe upper with Rubber Sole,R1349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2095401/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 11, UK 12, UK 10, ",,,,,,,,,,,,,,,,,
476,Suede classic xxi - puma black-puma white,PUMA,Puma Black - Puma White,,Suede Upper/Rubber Sole,R1124,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071720/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
477,Calow pro - bisque,G-Star RAW,Bisque,,"Leather 58%, Nylon 26%, TPU 16%",R2029,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2101713/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
478,Superstar - ftwr white/ftwr white/gold met.,adidas Originals,Ftwr white/ftwr white/gold met.,Code fx5537,Coated Leather Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2101231/original.jpg,men,"UK 9, UK 11, UK 12, UK 6, UK 7, UK 8, UK 10, ",,,,,,,,,,,,,,,,,
479,Stan Smith vulc - ftwr white/green,adidas Originals,Ftwr white/ftwr white/green,Code FX8070,Faux Leather Upper with Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2101295/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, UK 7, ",,,,,,,,,,,,,,,,,
480,Suede vtg Michael Lau - poppy red-red plum,PUMA Select,Poppy red-red plum,Code 38082001,Suede Upper with Rubber Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2101119/original.jpg,men,"UK 7, UK 9, UK 10, UK 11, UK 6, UK 8, ",,,,,,,,,,,,,,,,,
481,Suede classic xxi - high risk red-puma white,PUMA,High risk red - Puma white,,Suede Upper/Rubber Sole,R1124,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071728/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
482,Puma taper - puma black-dark shadow-puma black,PUMA,Puma black-dark shadow-puma black,,Mesh Upper/Rubber Sole,R711,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071159/original.jpg,men,"UK 6, UK 10, UK 7, UK 8, UK 9, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
483,CL Legacy - morning fog/court blue/dynamic red,Reebok,Morning fog/court blue/dynamic red,Code fz2923,,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2101165/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",,,,,,,,,,,,,,,,,
484,Superstar - ftwr white/blue/gold met.,adidas Originals,Ftwr white/blue/gold met.,Code FY7713,Leather Upper with Rubber Sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2101324/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
485,Calow pro - combat,G-Star RAW,Combat,,"50% Polyurethane, 50% Nylon",R2029,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2101819/original.jpg,men,"UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
486,FuelCell Propel RMX - black,New Balance,Black (001),Code MPRMXCM,Multi textile Upper with Rubber Sole,R2099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2101380/original.jpg,men,"UK 7, UK 6.5, UK 8, UK 8.5, UK 9, UK 9.5, UK 10, UK 10.5, UK 11, UK 11.5, ",,,,,,,,,,,,,,,,,
487,NY 92 - ftwr white/team royal blue,adidas Originals,Ftwr white/team royal blue/ftwr white,Code FZ2247,Faux Leather Upper with Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2101345/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
488,Superstar - ftwr white/gold met.,adidas Originals,Ftwr white/ftwr white/gold met.,Code FX5540,Leather Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2101249/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
489,Zx 2k boost - ftwr white/silver met./core black,adidas Originals,"White, Silver met & Core Black",,Textile Upper/Rubber Sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2065933/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
490,Sid - (suede) black,Vans,Black,Code VN0A54F5A6O1,Suede Upper with Waffle Sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2091027/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
491,Era 59 - (c&l) frost gray/acid denim,Vans,Frost gray/acid denim,Code VN0A38FSQ701,Canvas Upper with Waffle Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2091043/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
492,3mc - collegiate navy/collegiate navy/ftwr white,adidas Originals,Navy & White,Code B22707,Canvas Upper with Rubber Sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2098254/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
493,Stan smith vulc - ftwr white/ftwr white/team royal blue,adidas Originals,Ftwr white/ftwr white/team royal blue,Code FX8071,Synthetic Upper with Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2098329/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
494,Era - ballad blue/true white,Vans,Ballad blue/true white,Code VN0A54F14G41,Canvas Upper with Waffle Sole,R561,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2090972/original.jpg,men,"UK 10, UK 12, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
495,Retrorunner - core black/ftwr white/dove grey,adidas Originals,"Black, White & Grey",Code FV7034,Nylon Upper & Suede Overlays with Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2098307/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
496,VANS Sport - (suede) black,Vans,Black,Code VN0A4BU6A6O1,Suede Upper with Waffle Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2091099/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
497,Sid - (suede) baja blue,Vans,Baja blue,Code VN0A54F54XH1,Suede Upper with Waffle Sole,R714,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2090956/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
498,Era - (new varsity) black/high risk red,Vans,Black/high risk red,Code VN0A54F14G0,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2090986/original.jpg,men,"UK 9, UK 11, UK 6, UK 7, UK 8, UK 10, ",,,,,,,,,,,,,,,,,
499,Era 59 - (c&l) dress blues/acid denim,Vans,Dress blues/acid denim,Code VN0A38FSQ6Z1,Canvas Upper with Waffle Sole,R584,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2091057/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
