,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
246,Ua era 59 - (c&l) saffron/true white,Vans,Saffron/true white,Code VN0A34584GB,Canvas Upper/Rubber Sole,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2170603/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ua-era-59-c-l-saffron-true-white/687822
247,Ua era 59 - (c&l) true white/dress blues,Vans,True white/dress blues,Code VN0A34584CM,Canvas Upper/Rubber Sole,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2170595/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ua-era-59-c-l-true-white-dress-blues/687823
248,Chuck 70 archive paint splatter print ox - archive print - paint splatter,Converse,sunflower gold/egret/aegean storm,Code 170804C,Canvas Upper/Rubber Sole,1599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2169940/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-70-archive-paint-splatter-print-ox-sunflower-gold-egret-aegean-storm-archive-print-paint-splatter/714060
249,Spot cap bear - white,Replay,White,Code RZ2L0003L-WHITE,Leather Upper with Rubber Sole,2624,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2169546/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",https://superbalist.com/men/shoes/sneakers/spot-cap-bear-white/726825
250,Room meadown - black camo,Replay,Black Camo,Code RV760022S-BLACK CAMO,Synthetic Upper wit Rubber Sole,2309,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2169755/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/room-meadown-black-camo/726821
251,Pinch basic - black,Replay,Black,Code RZ2V002L-BLACK,Leather Upper with Rubber Sole,2239,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2169515/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/pinch-basic-black/726827
252,Chuck 70 cork hi - summer daze,Converse,Black/egret/red bark,Code 170854C,Canvas Upper/Rubber Sole,1699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2170271/original.jpg,men,"UK 8, UK 9, UK 10, UK 6, UK 7, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-70-cork-hi-black-egret-red-bark-summer-daze/714064
253,Skid grip 80's archive print ox - archive print,Converse,black/court green/white - archive print,,Canvas Upper/Rubber Sole,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2169656/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/skid-grip-80-s-archive-print-ox-black-court-green-white-archive-print/714067
254,Chuck taylor all star crater recycled canvas hi - summer daze,Converse,harbor teal/black/white - summer daze,Code 170826C,Canvas Upper/Rubber Sole,1899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2170169/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-crater-recycled-canvas-hi-harbor-teal-black-white-summer-daze/714076
255,S-astico low cut sneakers - white,Diesel,White,Code y02367-p1992-t1015,Canvas Upper with Rubber sole,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2066150/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/s-astico-low-cut-sneakers-y02367-p1992-t1015-white/672692
256,S-mydori mc sneakers - white,Diesel,White,Code y02540-pr030-t1003,Cow Leather Upper,2799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2069799/original.jpg,men,"UK 7, UK 9, UK 11, UK 6, UK 8, UK 10, ",https://superbalist.com/men/shoes/sneakers/s-mydori-mc-sneakers-y02540-pr030-t1003-white/672686
257,S-serendipity low cut sneakers - black / cyber yellow,Diesel,Black/Cyber yellow,Code y02547-p3810-h8402,Textile & Suede Overlays with Rubber Sole,2029,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2068426/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/s-serendipity-low-cut-sneakers-y02547-p3810-h8402-black-cyber-yellow/672701
258,Puma dc past leisure - forest night-forest night,PUMA,Forest night-forest night,Code 374741 05,Leather & Textile Upper,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2168438/original.jpg,men,"UK 6, UK 9, UK 10, UK 11, UK 7, UK 8, UK 12, ",https://superbalist.com/men/shoes/sneakers/puma-dc-past-leisure-374741-05-forest-night-forest-night/689467
259,S-kb low run sneakers - black,Diesel,Black,Code y02359-p3836-t8013,Textile Upper with Rubber Sole,2099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2066091/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/s-kb-low-run-sneakers-y02359-p3836-t8013-black/672709
260,S-kb sle sneakers - wind chime,Diesel,Wind chime,Code y02404-p2857-h8427,Textile Upper with Rubber sole,1819,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2066330/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, ",https://superbalist.com/men/shoes/sneakers/s-kb-sle-sneakers-y02404-p2857-h8427-wind-chime/672698
261,S-astico low cut sneakers - black,Diesel,Black,Code y02367-p1992-h0144,Canvas Upper with Rubber sole,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2066136/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",https://superbalist.com/men/shoes/sneakers/s-astico-low-cut-sneakers-y02367-p1992-h0144-black/672691
262,S-astico mid cut sneakers - white,Diesel,White,Code y02370-p1992-t1015,Canvas Upper with Rubber Sole,1539,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2066186/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/s-astico-mid-cut-sneakers-y02370-p1992-t1015-white/672688
263,S-astico mid cut sneakers - kangaroo,Diesel,Kangaroo,Code y02370-p1992-t2169,Canvas Upper with Rubber Sole,1539,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2066204/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/s-astico-mid-cut-sneakers-y02370-p1992-t2169-kangaroo/672689
264,S-astico mid cut sneakers - castlerock,Diesel,Castlerock,Code y02370-p1992-t8085,Canvas Upper with Rubber Sole,1539,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2066221/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/s-astico-mid-cut-sneakers-y02370-p1992-t8085-castlerock/672690
265,Japan s - oyster grey,ASICS,Oyster grey,,Leather Upper/Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2052855/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/japan-s-oyster-grey/673257
266,Randburg NY- grey,Replay,Grey,,Synthetic Upper with Rubber sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2163323/original.jpg,men,"UK 9, UK 10, UK 6, UK 7, UK 8, UK 11, ",https://superbalist.com/men/shoes/sneakers/randburg-ny-rv980020t-grey/715921
267,Randburg NY - navy,Replay,Navy,,Synthetic Upper with Rubber sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2163304/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/randburg-ny-rv980020t-navy/715923
268,Kamikaze II - Candyland,Reebok,"Super Green, Bright Orange & Blue Bomb",Code gz8825,Synthetic Upper with Rubber sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2121584/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/kamikaze-ii-gz8825-super-green-bright-orange-blue-bomb/637226
269,Eparktown NY - black,Replay,Black,,Synthetic Upper with Rubber sole,1609,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2163367/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/eparktown-ny-rv980019t-black/715919
270,Randburg NY - mil green,Replay,Mil Green,,Synthetic Upper with Rubber sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2163334/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/randburg-ny-rv980020t-mil-green/715920
271,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG blue/scene as,Code VN0A54F241D1,Canvas Upper with Waffle Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2162909/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 10, UK 9, ",https://superbalist.com/men/shoes/sneakers/authentic-44-dx-anaheim-factory-og-blue-scene-as/687750
272,Eparktown ny (rv980019t)  - mil green,Replay,Mil Green,,Synthetic Upper with Rubber sole,1609,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2163359/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, ",https://superbalist.com/men/shoes/sneakers/eparktown-ny-rv980019t-mil-green/715918
273,Mirage tech - puma white-puma black,PUMA,puma white-puma black,,Mesh Upper/Rubber Sole,1424,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2072016/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/mirage-tech-381118-05-puma-white-puma-black/689443
274,Question mid - Candyland,Reebok,"White, Pixie Pink & Goal Green",Code gz8826,Synthetic Upper with Rubber sole,2099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2121551/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/question-mid-gz8826-white-pixie-pink-goal-green/637227
275,Randburg NY- black,Replay,Black,,Synthetic Upper with Rubber sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2163288/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/randburg-ny-rv980020t-black/715922
276,Mexico 66 - iron navy/cilantro,Onitsuka Tiger,iron navy/cilantro,Code 1183A201-405,Leather Upper with Rubber Sole,944,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2161770/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/mexico-66-iron-navy-cilantro/674642
277,Mexico 66 - turkish sea/white,Onitsuka Tiger,turkish sea/white,Code 1183A201-404,Leather Upper with Rubber Sole,944,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2161793/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 12, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/mexico-66-turkish-sea-white/674643
278,Wild rider layers - puma white-urban red,PUMA,Puma white-Urban red,Code 380697_01,Nylon upper with suede and premium leather overlays & Rubber Sole,1649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2159195/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/wild-rider-layers-38069701-puma-white-urban-red/715623
279,Ua old skool - (off the wall) dress blues/true blue,Vans,Dress blues/True blue,Code VN0A3WKT4QA1,Canvas Upper with Suede Overlays & Waffle Sole,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2159445/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/ua-old-skool-off-the-wall-dress-blues-true-blue/687824
280,Wild rider layers - puma white-viridian green,PUMA,Puma white/viridian green,Code 380697_02,Nylon upper with suede and premium leather overlaysIMEVA midsole with Rubber Sole,1649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2159212/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/wild-rider-layers-38069702-puma-white-viridian-green/715624
281,Japan s - midnight/midnight,ASICS,midnight/midnight,Code 1201A088-401,Synthetic Upper with Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2149418/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/japan-s-midnight-midnight/673258
282,Continental 80 stripes - ftwr white/grey two/semi frozen yellow,adidas Originals,ftwr white/grey two/semi frozen yellow,Code FX5098,Leather Upper/Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2157761/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/continental-80-stripes-fx5098-ftwr-white-grey-two-semi-frozen-yellow/636308
283,Reebok x BBC Instapump Fury Boost,Reebok,Dandy blue/sky blue/ylw,Code GZ5362,,2099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2157681/original.jpg,men,"UK 6, UK 7, UK 8, UK 10, UK 9, ",https://superbalist.com/men/shoes/sneakers/reebok-x-bbc-instapump-fury-boost-gz5362-dandy-blue-sky-blue-ylw/722465
284,Supercourt - core black/ultra purple/ftwr white,adidas Originals,Core black/ultra purple/ftwr white,Code FX5705,Leather Upper with Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2157875/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/supercourt-fx5705-core-black-ultra-purple-ftwr-white/636311
285,Stan smith - ftwr white/team royal blue/ftwr white,adidas Originals,ftwr white/team royal blue/ftwr white,Code FZ2703,Faux Leather Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2158002/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/stan-smith-fz2703-ftwr-white-team-royal-blue-ftwr-white/636309
286,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG white/scene at,,Canvas Upper with Waffle Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2153874/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/authentic-44-dx-anaheim-factory-og-white-scene-at/687751
287,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG yellow/scene aw,,Canvas Upper with Waffle Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2153887/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/authentic-44-dx-anaheim-factory-og-yellow-scene-aw/687752
288,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG white/scene at,,Canvas Upper with Waffle Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2153874/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/authentic-44-dx-anaheim-factory-og-white-scene-at/687751
289,Authentic 44 dx - (anaheim factory) sidewall print,Vans,OG yellow/scene aw,,Canvas Upper with Waffle Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2153887/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/authentic-44-dx-anaheim-factory-og-yellow-scene-aw/687752
290,Gel-lyte iii og - aqua angel/mako blue,ASICS,aqua angel/mako blue,Code 1201A051-400,Mesh & Suede Upper with Rubber Sole,1349,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2149392/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 8, UK 9, UK 10, UK 7, UK 11, ",https://superbalist.com/men/shoes/sneakers/gel-lyte-iii-og-aqua-angel-mako-blue/673248
291,Sk8-Hi - (better together) black/true white,Vans,Black/True White,Code VN0A32QG4U8,Textile Upper with Suede Overlays & Waffle Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2145658/original.jpg,women,"UK 7, UK 8, UK 9, UK 3, UK 4, UK 5, UK 6, UK 10, ",https://superbalist.com/women/shoes/sneakers/sk8-hi-better-together-black-true-white/687770
292,Old Skool - (better together) moroccan blue/true white,Vans,Moroccan Blue/True White,Code VN0A3WKT4PC,Textile Upper with Suede Overlays & Waffle Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2145649/original.jpg,women,"UK 3, UK 8, UK 9, UK 4, UK 5, UK 6, UK 7, UK 10, ",https://superbalist.com/women/shoes/sneakers/old-skool-better-together-moroccan-blue-true-white/687771
293,Pump omni zone ii - ftwr white/black/orange flare,Reebok,"Ftwr White, Black & Orange Flare",Code g57539,Leather Upper with Rubber sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2121950/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/pump-omni-zone-ii-g57539-ftwr-white-black-orange-flare/637079
294,Supercourt - ftwr white/ftwr white/hazy rose,adidas Originals,Cloud White/Cloud White/Hazy Rose,Code FX5703,Leather Upper with Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118746/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/supercourt-fx5703-ftwr-white-ftwr-white-hazy-rose/636161
295,Instapump fury og - black/digital glow/hyper purple,Reebok,Black/Digital glow/Hyper purple,,"Textile, Synthetic Upper/Rubber Sole",1609,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2050083/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/instapump-fury-og-black-digital-glow-hyper-purple/636468
296,Gel-Lyte III OG - classic red/black,ASICS,classic red/black,Code 1201A180-600,,1349,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118541/original.jpg,men,"UK 2.5, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/gel-lyte-iii-og-classic-red-black/673245
297,C-skate vulc - puma white-puma black,PUMA,puma white-puma black,Code 374901 02,Canvas Upper with Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2151959/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/c-skate-vulc-374901-02-puma-white-puma-black/689453
