,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
649,RS-2K Internet Exploring - dark shadow-fluo green,PUMA Select,Dark shadow-fluo green,Code 37330902,Mesh & Synthetic Leather Upper,1429,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1915958/original.jpg,men,"UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/rs-2k-internet-exploring-37330902-dark-shadow-fluo-green/578705
650,UA Jet - royal / white / taxi,Under Armour,Royal/White/Taxi,Code 3022051-403,Mesh Upper with Leather Overlays & Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1916180/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 13, UK 6, UK 8.5, UK 9.5, UK 10.5, UK 12, ",https://superbalist.com/men/shoes/sneakers/ua-jet-3022051-403-royal-white-taxi/577344
651,Team Court - ftwr white / collegiate burgundy / wonder glow,adidas Originals,"Ftwr White, Collegiate Burgundy & Wonder Glow",Code fw5066,Leather Upper with Rubber sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1916839/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/team-court-fw5066-ftwr-white-collegiate-burgundy-wonder-glow/567447
652,UA Jet - versa red/white/beta,Under Armour,Versa Red/White/Beta,Code 3022051-600,Mesh Upper with Leather Overlays & Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1916186/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 13, UK 6, UK 7, UK 8, UK 8.5, UK 9.5, UK 10.5, ",https://superbalist.com/men/shoes/sneakers/ua-jet-3022051-600-versa-red-white-beta/577345
653,RS-X³ millenium - puma black-puma white,PUMA,Puma black-Puma white,Code 373236-01,Mesh Upper with Rubber Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1911653/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",https://superbalist.com/men/shoes/sneakers/rs-x-millenium-37323601-puma-black-puma-white/577227
654,Gel-infinity micro - black/sunrise red,ASICS,Black/Sunrise Red,Code 1201A030-001,Synthetic Upper with Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1894438/original.jpg,men,"UK 6, UK 9, UK 7, UK 8, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/gel-infinity-micro-black-sunrise-red/572940
655,Zig kinetica horizon - meteor grey/vector blue/high vis orange,Reebok,"Meteor Grey, Vector Blue & High Vis Orange",Code fw5301,Textile Upper with Rubber sole,1169,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1905301/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/zig-kinetica-horizon-fw5301-meteor-grey-vector-blue-high-vis-orange/570897
656,Club c revenge - mystic grey/chalk/chartreuse,Reebok,"Mystic Grey, Chalk & Chartreuse",Code fv6389,Nubuck Upper with Rubber sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1905131/original.jpg,men,"UK 11, UK 12, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/club-c-revenge-fv6389-mystic-grey-chalk-chartreuse/570463
657,Evzn - white/black/fierce gold,Reebok,"White, Black & Fierce Gold",Code fv7935,Nylon Upper with Rubber Sole,839,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1905139/original.jpg,men,"UK 5, UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/evzn-fv7935-white-black-fierce-gold/570474
658,Superdry. low pro sneaker - white,Superdry.,White,,Textile Upper with Rubber sole,559,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1902636/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/superdry-low-pro-sneaker-white/628400
659,Evzn - black/white/black,Reebok,Black & White,Code fw6467,Synthetic Upper with Rubber sole,839,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1901433/original.jpg,men,"UK 11, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",https://superbalist.com/men/shoes/sneakers/evzn-fw6467-black-white-black/570479
660,SL 72 - white / off white / grey,adidas Originals,"White, Off White & Grey one",Code FV9782,Nylon Upper with Suede overlays & Rubber Sole,1124,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1901842/original.jpg,men,"UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/sl-72-fv9782-ftwr-white-off-white-grey-one/567417
661,Cadet ii - rover,G-Star RAW,Rover,Code D18001-C375-306,Cow Suede Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1902269/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/cadet-ii-d18001-c375-306-rover/601154
662,Superstar Premium Leather - core black / crystal white,adidas Originals,"Core Black, Crystal White & Blue",Code fv2832,Leather Upper with Rubber sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1870086/original.jpg,men,"UK 5, UK 6, UK 7, UK 9, UK 12, UK 8, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/superstar-prm-lthr-fv2832-core-black-crystal-white-blue/567437
663,Ua era tc (vans check) - grape leaf,Vans,Grape Leaf,Code vn0a4btpxb41,Canvas Upper with Waffle Sole,519,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1871690/original.jpg,men,"UK 3, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/ua-era-tc-vans-check-vn0a4btpxb41-grape-leaf/561996
664,Authentic - black,Vans,Black,Code VTSVBXH,Canvas Upper with Waffle Sole,421,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1867396/original.jpg,men,"UK 9, UK 10, UK 6, UK 7, UK 8, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/authentic-black-rubber/597053
665,827 Retro Running - white/multi,New Balance,White/Multi,Code ml827aao,Synthetic Upper,1429,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1893393/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11.5, ",https://superbalist.com/men/shoes/sneakers/827-retro-running-ml827aao-white-multi/628828
666,Lydon sneaker - grey,Superbalist,Grey,,Canvas Upper,250,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1891935/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/slip-ons-and-loafers/lydon-sneaker-grey/595991
667,Lydon sneaker - navy,Superbalist,Navy,,Canvas Upper,250,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1891929/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/slip-ons-and-loafers/lydon-sneaker-navy/595992
668,827 Retro Running - grey,New Balance,Grey,Code ml827aaq,Mesh Upper with Leather overlays & Rubber sole,1429,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1892089/original.jpg,men,"UK 11.5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/827-ml827aaq-grey/628830
669,Rackam vodan low ii - dk saru blue,G-Star RAW,Dk Saru Blue,Code D17994-C509-6486,Textile Upper with Synthetic Leather Overlays & Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1886088/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/rackam-vodan-low-ii-d17994-c509-6486-dk-saru-blue/601166
670,Cadet - black,G-Star RAW,Black,Code d16796-a940-990,PU Upper,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1862726/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 12, UK 7, ",https://superbalist.com/men/shoes/sneakers/cadet-d16796-a940-990-black/563667
671,Ua era tc (vans check) - black,Vans,Black,Code VN0A4BTPXB21,Canvas Upper with Rubber sole,519,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1872233/original.jpg,men,"UK 12, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ua-era-tc-vans-check-vn0a4btpxb21-black-multi/561994
672,Ua era tc (vans check) - dress blue,Vans,Dress Blue,Code VN0A4BTPXB31,Canvas Upper with Rubber sole,519,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1872242/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, UK 12, ",https://superbalist.com/men/shoes/sneakers/ua-era-tc-vans-check-vn0a4btpxb31-dress-blue/561995
673,Club c revenge - coldgrey2/coldgrey 5/black,Reebok,"Cold grey 2, Cold grey 5 & Black",Code EF3221,Leather Upper with Rubber Sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1869816/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/club-c-revenge-mu-cdgry2-cdgry5-black/622369
674,Ultrarange exo - green sulphur,Vans,Green Sulphur,Code VN0A4U1KXU51,Canvas Upper with Synthetic Overlays & Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1867285/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ultrarange-exo-vn0a4u1kxu51-green-sulphur/597080
675,Vans Sport - black & cadmium yellow,Vans,Black & Cadmium Yellow,Code VN0A4BU6XW21,Suede Upper with Waffle Sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1867250/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/vans-sport-vn0a4bu6xw21-black-cadmium-yellow/561992
676,Ultrarange exo - black,Vans,Black,Code VN0A4U1KBLK1,Canvas Upper with Synthetic Overlays & Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1867267/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/ultrarange-exo-vn0a4u1kblk1-black/597078
677,Reebok dmx trail sh steel/stucco/cdgry5,Reebok,"Steel, Stucco & Cdgry5",Code FV2845,Synthetic Upper with Rubber sole,1799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1859050/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/reebok-dmx-trail-sh-steel-stucco-cdgry5/622368
678,Ua era - (mismatch) stripe/floral,Vans,Mismatch stripe/floral,Code vn0a4u39ws71,Canvas upper with Suede Overlays & Rubber sole,519,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1865334/original.jpg,men,"UK 5, UK 3, UK 4, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/ua-era-vn0a4u39ws71-mismatch-stripe-floral/618870
679,Court Vintage premium - white/black-total orange,Nike,White & Black-Total Orange,Code CT1726-100,Leather Upper with Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1850423/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/court-vintage-premium-ct1726-100-white-black-total-orange/546525
680,"ASICS X Springboks Gel-Lyte III ""Champions 2019""",ASICS,Green & Gold,Code 1203A055-960,Leather Upper with Rubber Sole,1349,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1862735/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/asics-x-springboks-gel-lyte-iii-gold-champions-2019/621740
681,Mexico 66 - black/gold,Onitsuka Tiger,Black/Gold,Code D5V2L - 9094,Leather Upper with Rubber Sole,877,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1862699/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 12, UK 13, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/mexico-66-black-gold-leather/572848
682,Reebok hiit tr - vector navy/white/reebok lee,Reebok,Vector navy/White/Reebok lee,Code FV6640,Mesh Upper with Rubber sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1858709/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 8.5, UK 9.5, UK 10.5, ",https://superbalist.com/men/shoes/sneakers/reebok-hiit-tr-fv6640-vector-navy-white-reebok-lee/570909
683,Cl lthr - pantone/white/none,Reebok,Electric Flash/Electric Flash/White,Code FV6358,Leather Upper with Rubber sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1858793/original.jpg,men,"UK 6, UK 9, UK 11, UK 5, UK 7, UK 8, UK 10, UK 12, ",https://superbalist.com/men/shoes/sneakers/cl-lthr-fv6358-pantone-white-none/570475
684,Supercourt - ftwr white/ftwr white/core black,adidas Originals,Ftwr White/ Ftwr White/ Core black,Code EE6037,Leather Upper with Rubber sole,1044,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1858804/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 13, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/supercourt-ee6037-ftwr-white-ftwr-white-core-black/567430
685,Chuck 70 hi - white/egret/black,Converse,White/egret/black,Code 167696c,Canvas Upper with Rubber sole,979,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1859142/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-70-hi-167696c-white-egret-black/554774
686,2490 The big flip - white,SUPERGA,White,Code S11141W-901,Canvas Upper with Rubber Sole,519,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1859202/original.jpg,men,"UK 7, UK 8, UK 9, UK 10.5, UK 5.5, UK 6, UK 6.5, UK 9.5, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/2490-the-big-flip-s11141w-901-white/606224
687,228 Logo boots - total navy,SUPERGA,Total Navy,Code S000E40-G24,Canvas Upper with Rubber Sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1859197/original.jpg,men,"UK 9, UK 9.5, UK 10, UK 6, UK 6.5, UK 7, UK 8, UK 10.5, UK 11, ",https://superbalist.com/men/shoes/sneakers/228-logo-boots-s000e40-g24-total-navy/605554
688,Team court - ftwr white/team royal blue/scarlet,adidas Originals,"Cloud White,Royal Blue & Scarlet",Code FW5068,Leather Upper with Rubber Sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1855926/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/team-court-fw5068-ftwr-white-team-royal-blue-scarlet/567444
689,RS-2K internet exploring - Puma black-aruba blue,PUMA Select,Puma black-aruba blue,Code 37330901,Mesh Upper with Suede and Leather overlays,1429,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1856106/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/rs-2k-internet-exploring-37330901-puma-black-aruba-blue/578704
690,247 Sport - navy,New Balance,Navy,Code ms247sh3,Mesh Upper with Rubber sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1854769/original.jpg,men,"UK 11.5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/247s-ms247sh3-navy/585061
691,Ua ultrarange rapidweld (two tone) - black & red,Vans,Black & Red,Code vn0a3mvuxv81,Textile Upper with Suede Overlays & Rubber Sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1853889/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/ua-ultrarange-rapidweld-two-tone-vn0a3mvuxv81-black-red/548888
692,Era 95 dx (anaheim factory) - og black/og white/check,Vans,OG Black & OG White & Check,Code vn0a2rr1x601,Canvas upper with Waffle Sole,584,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1853840/original.jpg,men,"UK 9, UK 10, UK 12, UK 6, UK 7, UK 8, UK 11, ",https://superbalist.com/men/shoes/sneakers/era-95-dx-anaheim-factory-vn0a2rr1x601-og-black-og-white-check/561990
693,Authentic - mysterioso & gum,Vans,Mysterioso & Gum,Code va38emvkt,Canvas Upper with Gum Waffle Sole,454,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1848683/original.jpg,men,"UK 3, UK 8, UK 9, UK 4, UK 5, UK 6, UK 7, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/authentic-va38emvkt-mysterioso-gum/610957
694,Old Skool 36 DX - (anaheim factory) og skulls/og black/og white,Vans,"Anaheim Factory OG Skulls, OG Black & OG White",Code vn0a38g2x7y1,Canvas Upper with Suede Overlays & Rubber sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1848798/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/old-skool-36-dx-anaheim-factory-og-skulls-og-black-og-white/610968
695,SK8-Hi reissue 138 - (National Geographic) logo,Vans,National Geographic Logo,Code vn0a3tkpxhp1,Canvas Upper with Ruuber sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1848737/original.jpg,men,"UK 3, UK 4, UK 6, UK 7, UK 8, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/sk8-hi-reissue-138-vn0a3tkpxhp1-national-geographic-logo/610973
696,Bold ni - (plaid) red & true white,Vans,Plaid Red & True White,Code vn0a3wlpv8c1,Synthetic Upper With Ribber sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1848750/original.jpg,men,"UK 4, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 5, ",https://superbalist.com/men/shoes/sneakers/bold-ni-vn0a3wlpv8c1-plaid-red-true-white/610975
697,Feiyue fe lo 1920 classic - black,Feiyue,Black,Code FeLo 1920-blk,Canvas Upper With Rubber Sole,549,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1849125/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/women/shoes/sneakers/feiyue-fe-lo-1920-classic-black/615958
698,Feiyue fe lo 1920 classic - white,Feiyue,White,Code FeLo 1920-wht,Canvas Upper With Rubber Sole,549,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1846351/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/women/shoes/sneakers/feiyue-fe-lo-1920-classic-white/615957
699,Anvil - black/black,DC,Black/black,Code 303190-BB2,Suede Upper with Rubber sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1842716/original.jpg,men,"UK 6, UK 7, UK 8, UK 10, UK 9, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/anvil-black-black/600748
700,SL Workshop - grey two / hi-res red / team royal blue,adidas Originals,Grey Two F17/Hi-res Red S18/Team Royal Blue,Code EG6780,Nylon Upper with Suede Overlays & Rubber Sole,1689,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1810559/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/sl-workshop-eg6780-grey-two-hi-res-red-team-royal-blue/528843
701,Classic Leather mu - black,Reebok,Black,Code EG6423,Leather Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1832567/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/classic-leather-mu-eg6423-black/610428
702,RS-Pure motion - spectra green & fluo pink,PUMA,Spectra Green & Fluo Pink,Code 37115802,Mesh Upper with Suede Overlays & Rubber Sole,1139,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1814800/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/rs-pure-motion-spectra-green-fluo-pink/598715
703,2750 - total red dk scarlet,SUPERGA,Total red dk scarlet,Code S000010-totalreddkscarlet,Canvas Upper with Rubber Sole,454,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1824905/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 10.5, UK 11, ",https://superbalist.com/men/shoes/sneakers/2750-total-red-dk-scarlet/553884
704,228 Cotu canvas logo boot - full green cap olive,SUPERGA,Full Green Cap Olive,Code S000E40-B63,Canvas Upper with Rubber Sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1817113/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 10.5, UK 11, ",https://superbalist.com/men/shoes/sneakers/228-cotu-canvas-logo-boot-s000e40-b63-full-green-cap-olive/548742
705,Instapump Fury BOOST- black / white / reebok rubber gum,Reebok,"Black, White & Reebok Rubber Gum-06",Code fu9239,Mesh Upper with Gum Sole,1949,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1809613/original.jpg,men,"UK 12, UK 5, UK 9.5, UK 10.5, UK 11, ",https://superbalist.com/men/shoes/sneakers/instapump-fury-boost-fu9239-black-white-reebok-rubber-gum-06/595794
706,Ultrarange EXO - red,Vans,Red,Code VN0A4U1KRED1,Mesh Upper with Synthetic Overlays & Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1812923/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 12, UK 6, UK 11, ",https://superbalist.com/men/shoes/sneakers/ultrarange-exo-vn0a4u1kred1-red/548883
707,Yung-1 - core black/off white/alumina,adidas Originals,Core black/ Off white / Alumina,Code EF5342,Textile upper with suede overlays,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1812664/original.jpg,men,"UK 3.5, UK 10, UK 11, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 12, ",https://superbalist.com/men/shoes/sneakers/yung-1-ef5342-core-black-off-white-alumina/528907
708,Crep protect gift tube,Crep,,,,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1806835/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/crep-protect-gift-tube/586165
709,Crep protect eraser,Crep,,,,199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1806828/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/crep-protect-eraser/586168
710,Cadet - milk,G-Star RAW,Milk,Code D16796-A940-111,PU leather Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1801810/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, UK 12, ",https://superbalist.com/men/shoes/sneakers/cadet-milk/537949
711,Mimemis low - mazarine blue/milk/yellow,G-Star RAW,"Mazarine Blue, Milk & Yellow",Code D16784-C249-B374,Suede & Textile Upper with Rubber Sole,1494,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1801423/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/mimemis-low-mazarine-blue-milk-yellow/537953
712,Williams slim - white/black/athletic red,DC,"White, Black, Athletic Red",ADYS100539-WTK,Leather Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1786322/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/williams-slim-adys100539-wtk-white-black-athletic-red/555697
713,Superstar Laceless - ftwr white / core black,adidas Originals,Ftwr White & Core Black,Code FV3017,Leather Upper with Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1781804/original.jpg,men,"UK 6, UK 9, UK 10, UK 12, UK 7, UK 8, UK 11, ",https://superbalist.com/men/shoes/sneakers/superstar-laceless-fv3017-ftwr-white-core-black-ftwr-white/528816
714,Blazer mid '77 vintage - white / worn brick-sail,Nike,White/worn brick-sail,Code BQ6806-102,,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1777357/original.jpg,men,"UK 6, UK 11.5, UK 6.5, UK 8, UK 7.5, UK 9, UK 8.5, UK 10, UK 9.5, UK 11, UK 10.5, UK 12, ",https://superbalist.com/men/shoes/sneakers/nike-blazer-mid-77-vintage-bq6806-102-white-worn-brick-sail/524795
715,Mexico 66 - white/red snapper,Onitsuka Tiger,White & Red Snapper,Code 1183A201-106,Leather Upper with Suede Overlays & Rubber Sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1745334/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/mexico-66-1183a201-106-white-red-snapper/532887
716,Azura - white / grey,Saucony Originals,White & Grey,Code S70437-5,Mesh Upper with Leather & Suede Overlays & Rubber Sole,1079,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1756529/original.jpg,men,"UK 6, UK 10, UK 7, UK 8, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/saucony-azura-white-grey/561195
717,Azura - white / black / red,Saucony Originals,"Black, Red & White",Code S70437-11,Mesh Upper with Leather & Suede Overlays & Rubber Sole,1079,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1756483/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/saucony-azura-white-black-red/561197
718,Gel-kayano 5 360 - black,Asics Tiger,Black,Code 1021A160-001,Mesh Upper with Suede Overlays & Rubber Sole,1250,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1756618/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",https://superbalist.com/men/shoes/sneakers/gel-kayano-5-360-1021a160-001-black-black/529531
